0	-0.001741153	0.000385428
0.05	0.000196847	-0.000270572
0.1	0.001165847	0.000385428
0.15	0.000196847	-0.000270572
0.2	-0.000772153	-0.000270572
0.25	0.000196847	-0.000270572
0.3	0.001165847	0.001041428
0.35	0.000196847	0.000385428
0.4	-0.000772153	-0.000270572
0.45	-0.000772153	0.001041428
0.5	0.001165847	0.001041428
0.55	-0.000772153	-0.001583572
0.6	-0.001741153	0.001041428
0.65	0.000196847	0.001698428
0.7	0.001165847	-0.000270572
0.75	0.000196847	-0.000926572
0.8	-0.000772153	-0.000270572
0.85	0.001165847	-0.000926572
0.9	0.000196847	-0.000926572
0.95	0.000196847	0.000385428
1	-0.000772153	0.000385428
1.05	0.000196847	-0.000926572
1.1	0.001165847	0.001041428
1.15	-0.001741153	0.000385428
1.2	-0.001741153	-0.000270572
1.25	0.000196847	-0.000270572
1.3	0.000196847	0.001698428
1.35	-0.000772153	0.001041428
1.4	0.000196847	0.001041428
1.45	0.000196847	-0.000926572
1.5	0.001165847	-0.000926572
1.55	0.000196847	-0.000270572
1.6	-0.000772153	-0.000926572
1.65	0.000196847	0.000385428
1.7	-0.001741153	-0.000926572
1.75	0.000196847	-0.000270572
1.8	0.000196847	0.000385428
1.85	0.001165847	-0.000270572
1.9	-0.000772153	-0.000926572
1.95	0.000196847	0.000385428
2	-0.001741153	0.000385428
2.05	-0.000772153	0.001698428
2.1	0.000196847	-0.000926572
2.15	0.000196847	-0.000270572
2.2	-0.000772153	-0.000926572
2.25	0.000196847	-0.000926572
2.3	-0.001741153	0.000385428
2.35	0.000196847	0.001041428
2.4	0.000196847	0.001041428
2.45	0.000196847	0.000385428
2.5	0.001165847	0.001041428
2.55	-0.000772153	-0.000926572
2.6	-0.000772153	0.000385428
2.65	0.000196847	0.001698428
2.7	0.000196847	0.001698428
2.75	-0.000772153	0.001698428
2.8	-0.000772153	0.000385428
2.85	0.000196847	-0.000270572
2.9	-0.000772153	-0.000270572
2.95	0.000196847	-0.000270572
3	-0.000772153	0.001041428
3.05	-0.001741153	-0.001583572
3.1	-0.000772153	0.000385428
3.15	0.000196847	0.001041428
3.2	-0.000772153	-0.000270572
3.25	0.000196847	-0.000926572
3.3	-0.001741153	-0.000926572
3.35	-0.000772153	0.001041428
3.4	-0.001741153	0.000385428
3.45	-0.000772153	0.000385428
3.5	0.002133847	-0.000270572
3.55	-0.000772153	-0.000926572
3.6	-0.000772153	-0.000270572
3.65	0.000196847	-0.000270572
3.7	-0.000772153	-0.001583572
3.75	0.000196847	0.001041428
3.8	-0.000772153	-0.000270572
3.85	-0.000772153	-0.001583572
3.9	0.001165847	0.000385428
3.95	0.000196847	0.000385428
4	0.000196847	0.002354428
4.05	-0.000772153	-0.000926572
4.1	0.000196847	0.001041428
4.15	-0.000772153	0.000385428
4.2	-0.000772153	0.000385428
4.25	0.002133847	-0.000270572
4.3	0.001165847	-0.000270572
4.35	0.000196847	-0.000270572
4.4	-0.000772153	0.000385428
4.45	0.000196847	-0.001583572
4.5	0.001165847	-0.000926572
4.55	-0.000772153	-0.000926572
4.6	-0.001741153	-0.001583572
4.65	-0.000772153	0.000385428
4.7	-0.001741153	0.001041428
4.75	-0.000772153	0.001041428
4.8	-0.001741153	0.001041428
4.85	0.000196847	0.001041428
4.9	-0.000772153	0.001041428
4.95	-0.000772153	0.001041428
5	-0.000772153	0.001041428
5.05	0.000196847	0.000385428
5.1	0.001165847	-0.000270572
5.15	0.000196847	-0.000270572
5.2	-0.000772153	0.000385428
5.25	0.000196847	-0.000270572
5.3	0.000196847	0.000385428
5.35	0.000196847	0.001041428
5.4	-0.000772153	0.000385428
5.45	0.000196847	0.000385428
5.5	0.001165847	0.001041428
5.55	-0.000772153	0.000385428
5.6	0.000196847	-0.000270572
5.65	0.000196847	-0.000270572
5.7	0.000196847	0.001041428
5.75	0.000196847	0.000385428
5.8	-0.000772153	-0.000270572
5.85	0.000196847	-0.000926572
5.9	0.000196847	-0.000926572
5.95	0.000196847	-0.000926572
6	0.001165847	-0.000270572
6.05	0.000196847	-0.000270572
6.1	-0.000772153	0.001041428
6.15	-0.000772153	0.000385428
6.2	-0.000772153	0.000385428
6.25	0.000196847	0.000385428
6.3	-0.000772153	-0.001583572
6.35	-0.000772153	0.000385428
6.4	-0.000772153	0.002354428
6.45	0.000196847	0.001698428
6.5	0.001165847	-0.000270572
6.55	0.001165847	-0.000926572
6.6	0.000196847	-0.000926572
6.65	0.000196847	-0.000926572
6.7	-0.000772153	-0.000926572
6.75	-0.000772153	0.001041428
6.8	-0.000772153	0.000385428
6.85	0.001165847	0.000385428
6.9	-0.001741153	-0.000270572
6.95	0.000196847	-0.000926572
7	-0.000772153	-0.000270572
7.05	0.001165847	0.001041428
7.1	0.000196847	-0.000270572
7.15	-0.000772153	-0.000270572
7.2	-0.000772153	-0.000270572
7.25	0.000196847	-0.000926572
7.3	0.000196847	-0.001583572
7.35	0.000196847	-0.000270572
7.4	-0.000772153	0.000385428
7.45	-0.000772153	0.000385428
7.5	-0.000772153	0.000385428
7.55	0.000196847	0.000385428
7.6	-0.000772153	-0.001583572
7.65	-0.001741153	-0.001583572
7.7	-0.000772153	0.001698428
7.75	0.000196847	0.001698428
7.8	-0.001741153	-0.000270572
7.85	0.000196847	-0.000926572
7.9	0.001165847	-0.000926572
7.95	-0.001741153	0.000385428
8	0.000196847	0.000385428
8.05	0.000196847	-0.000270572
8.1	0.000196847	-0.000270572
8.15	0.001165847	-0.000270572
8.2	-0.000772153	0.001041428
8.25	0.001165847	-0.000926572
8.3	-0.000772153	-0.000926572
8.35	0.000196847	0.001041428
8.4	-0.001741153	0.000385428
8.45	0.000196847	0.000385428
8.5	0.000196847	0.001041428
8.55	0.000196847	-0.001583572
8.6	-0.000772153	-0.000270572
8.65	0.000196847	-0.000926572
8.7	0.001165847	0.000385428
8.75	0.000196847	-0.000270572
8.8	0.000196847	-0.001583572
8.85	0.000196847	-0.000270572
8.9	0.001165847	0.001041428
8.95	0.000196847	0.000385428
9	-0.000772153	-0.000270572
9.05	0.001165847	-0.000926572
9.1	-0.000772153	-0.000270572
9.15	0.000196847	0.001698428
